subjects,assistance,metabolic rate 01,metabolic rate 02,metabolic rate 03,
subject05,unassist,6.593363911258403,6.1325261897865,6.662229225625386
subject07,unassist,6.603177833528958,6.2518648647724575,6.498954031568866
subject09,unassist,6.6355607111952315,6.517764254018895,6.7228600430510665
subject10,unassist,5.9240725170631725,6.786965616708044,6.957741332814796
subject11,unassist,6.250206528491928,6.553466309056262,7.072001298894616
subject12,unassist,6.1213189052872,6.587545584473939,7.123008388532794
subject14,unassist,6.697876925118759,6.5945214028805434,7.015313867480544
subject05,monoarticular,5.624784948502438,5.387554058862573,5.027542788541548
subject07,monoarticular,5.43933483175676,5.114861902154894,5.220122882141828
subject09,monoarticular,5.51583353616182,4.832023718321202,5.204630402729556
subject10,monoarticular,4.81017708392815,5.160334032025705,5.059369413416349
subject11,monoarticular,5.215907817925417,4.928802666486573,4.881673804394041
subject12,monoarticular,5.047678859888956,5.048669792427524,4.981684981687213
subject14,monoarticular,5.440540195929642,5.016827539159119,4.865922817142273
subject05,biarticular,5.5989582900443,5.3235589444975675,5.083328203977509
subject07,biarticular,5.441137868403013,5.108849083902696,5.153212830713124
subject09,biarticular,5.511141244675943,4.865146041332926,5.078438007813654
subject10,biarticular,4.842014898318363,5.174140319225204,4.965897112473267
subject11,biarticular,5.2297347130653264,4.922075287481086,4.88763029027264
subject12,biarticular,5.104010167132466,5.1017321624315635,4.963725892747234
subject14,biarticular,5.452938345623547,5.086107347499253,4.882805236484388
